game_title,case_group,date,youtube_video_count,youtube_view_count,twitch_vod_count,twitch_view_count,daily_review_count,cumulative_review_count,current_players,peak_players_24h,reported_downloads,reported_revenue,reported_platform,report_source_url,report_source_type
The Closing Shift,chillas_art,2025-11-22,0,0,0,0,1.0,125.0,,,,,,,
The Closing Shift,chillas_art,2025-11-23,0,0,0,0,0.0,125.0,,,,,,,
The Closing Shift,chillas_art,2025-11-24,0,0,0,0,0.0,125.0,,,,,,,
The Closing Shift,chillas_art,2025-11-25,0,0,0,0,0.0,125.0,,,,,,,
The Closing Shift,chillas_art,2025-11-26,0,0,0,0,0.0,125.0,,,,,,,
The Closing Shift,chillas_art,2025-11-27,0,0,0,0,1.0,126.0,,,,,,,
The Closing Shift,chillas_art,2025-11-28,0,0,0,0,0.0,126.0,,,,,,,
The Closing Shift,chillas_art,2025-11-29,0,0,0,0,1.0,127.0,,,,,,,
The Closing Shift,chillas_art,2025-11-30,0,0,0,0,1.0,128.0,,,,,,,
The Closing Shift,chillas_art,2025-12-01,0,0,0,0,0.0,128.0,,,,,,,
The Closing Shift,chillas_art,2025-12-02,0,0,0,0,0.0,128.0,,,,,,,
The Closing Shift,chillas_art,2025-12-03,0,0,0,0,1.0,129.0,,,,,,,
The Closing Shift,chillas_art,2025-12-04,0,0,0,0,0.0,129.0,,,,,,,
The Closing Shift,chillas_art,2025-12-05,0,0,0,0,0.0,129.0,,,,,,,
The Closing Shift,chillas_art,2025-12-06,0,0,0,0,0.0,129.0,,,,,,,
The Closing Shift,chillas_art,2025-12-07,0,0,0,0,2.0,131.0,,,,,,,
The Closing Shift,chillas_art,2025-12-08,0,0,0,0,0.0,131.0,,,,,,,
The Closing Shift,chillas_art,2025-12-09,0,0,0,0,0.0,131.0,,,,,,,
The Closing Shift,chillas_art,2025-12-10,0,0,0,0,0.0,131.0,,,,,,,
The Closing Shift,chillas_art,2025-12-11,0,0,0,0,2.0,133.0,,,,,,,
The Closing Shift,chillas_art,2025-12-12,0,0,0,0,1.0,134.0,,,,,,,
The Closing Shift,chillas_art,2025-12-13,0,0,0,0,0.0,134.0,,,,,,,
The Closing Shift,chillas_art,2025-12-14,0,0,0,0,1.0,135.0,,,,,,,
The Closing Shift,chillas_art,2025-12-15,0,0,0,0,0.0,135.0,,,,,,,
The Closing Shift,chillas_art,2025-12-16,0,0,0,0,0.0,135.0,,,,,,,
The Closing Shift,chillas_art,2025-12-17,0,0,0,0,1.0,136.0,,,,,,,
The Closing Shift,chillas_art,2025-12-18,0,0,0,0,2.0,138.0,,,,,,,
The Closing Shift,chillas_art,2025-12-19,0,0,0,0,1.0,139.0,,,,,,,
The Closing Shift,chillas_art,2025-12-20,0,0,0,0,1.0,140.0,,,,,,,
The Closing Shift,chillas_art,2025-12-21,0,0,0,0,1.0,141.0,,,,,,,
The Closing Shift,chillas_art,2025-12-22,0,0,0,0,0.0,141.0,,,,,,,
The Closing Shift,chillas_art,2025-12-23,0,0,0,0,0.0,141.0,,,,,,,
The Closing Shift,chillas_art,2025-12-24,0,0,0,0,1.0,142.0,,,,,,,
The Closing Shift,chillas_art,2025-12-25,0,0,0,0,0.0,142.0,,,,,,,
The Closing Shift,chillas_art,2025-12-26,0,0,0,0,2.0,144.0,,,,,,,
The Closing Shift,chillas_art,2025-12-27,0,0,0,0,4.0,148.0,,,,,,,
The Closing Shift,chillas_art,2025-12-28,0,0,0,0,1.0,149.0,,,,,,,
The Closing Shift,chillas_art,2025-12-29,0,0,0,0,2.0,151.0,,,,,,,
The Closing Shift,chillas_art,2025-12-30,0,0,0,0,2.0,153.0,,,,,,,
The Closing Shift,chillas_art,2025-12-31,0,0,0,0,2.0,155.0,,,,,,,
The Closing Shift,chillas_art,2026-01-01,0,0,0,0,2.0,157.0,,,,,,,
The Closing Shift,chillas_art,2026-01-02,0,0,0,0,2.0,159.0,,,,,,,
The Closing Shift,chillas_art,2026-01-03,0,0,0,0,3.0,162.0,,,,,,,
The Closing Shift,chillas_art,2026-01-04,0,0,0,0,0.0,162.0,,,,,,,
The Closing Shift,chillas_art,2026-01-05,0,0,0,0,0.0,162.0,,,,,,,
The Closing Shift,chillas_art,2026-01-06,0,0,0,0,1.0,163.0,,,,,,,
The Closing Shift,chillas_art,2026-01-07,0,0,0,0,0.0,163.0,,,,,,,
The Closing Shift,chillas_art,2026-01-08,0,0,0,0,2.0,165.0,,,,,,,
The Closing Shift,chillas_art,2026-01-09,0,0,0,0,1.0,166.0,,,,,,,
The Closing Shift,chillas_art,2026-01-10,0,0,0,0,4.0,170.0,,,,,,,
The Closing Shift,chillas_art,2026-01-11,0,0,0,0,1.0,171.0,,,,,,,
The Closing Shift,chillas_art,2026-01-12,0,0,0,0,0.0,171.0,,,,,,,
The Closing Shift,chillas_art,2026-01-13,0,0,0,0,1.0,172.0,,,,,,,
The Closing Shift,chillas_art,2026-01-14,0,0,0,0,1.0,173.0,,,,,,,
The Closing Shift,chillas_art,2026-01-15,0,0,0,0,0.0,173.0,,,,,,,
The Closing Shift,chillas_art,2026-01-16,0,0,0,0,0.0,173.0,,,,,,,
The Closing Shift,chillas_art,2026-01-17,0,0,0,0,3.0,176.0,,,,,,,
The Closing Shift,chillas_art,2026-01-18,0,0,0,0,0.0,176.0,,,,,,,
The Closing Shift,chillas_art,2026-01-19,0,0,0,0,2.0,178.0,,,,,,,
The Closing Shift,chillas_art,2026-01-20,0,0,0,0,2.0,180.0,,,,,,,
The Closing Shift,chillas_art,2026-01-21,0,0,0,0,2.0,182.0,,,,,,,
The Closing Shift,chillas_art,2026-01-22,0,0,0,0,0.0,182.0,,,,,,,
The Closing Shift,chillas_art,2026-01-23,0,0,0,0,0.0,182.0,,,,,,,
The Closing Shift,chillas_art,2026-01-24,0,0,0,0,0.0,182.0,,,,,,,
The Closing Shift,chillas_art,2026-01-25,0,0,0,0,2.0,184.0,,,,,,,
The Closing Shift,chillas_art,2026-01-26,0,0,0,0,0.0,184.0,,,,,,,
The Closing Shift,chillas_art,2026-01-27,0,0,0,0,1.0,185.0,,,,,,,
The Closing Shift,chillas_art,2026-01-28,0,0,0,0,0.0,185.0,,,,,,,
The Closing Shift,chillas_art,2026-01-29,0,0,0,0,0.0,185.0,,,,,,,
The Closing Shift,chillas_art,2026-01-30,0,0,0,0,0.0,185.0,,,,,,,
The Closing Shift,chillas_art,2026-01-31,0,0,0,0,2.0,187.0,,,,,,,
The Closing Shift,chillas_art,2026-02-01,0,0,0,0,2.0,189.0,,,,,,,
The Closing Shift,chillas_art,2026-02-02,0,0,0,0,2.0,191.0,,,,,,,
The Closing Shift,chillas_art,2026-02-03,0,0,0,0,0.0,191.0,,,,,,,
The Closing Shift,chillas_art,2026-02-04,0,0,0,0,1.0,192.0,,,,,,,
The Closing Shift,chillas_art,2026-02-05,0,0,0,0,0.0,192.0,,,,,,,
The Closing Shift,chillas_art,2026-02-06,0,0,0,0,0.0,192.0,,,,,,,
The Closing Shift,chillas_art,2026-02-07,0,0,0,0,2.0,194.0,,,,,,,
The Closing Shift,chillas_art,2026-02-08,0,0,0,0,3.0,197.0,,,,,,,
The Closing Shift,chillas_art,2026-02-09,0,0,0,0,3.0,200.0,,,,,,,
The Closing Shift,chillas_art,2026-02-10,0,0,0,0,0.0,200.0,,,,,,,
The Closing Shift,chillas_art,2026-02-11,0,0,0,0,2.0,202.0,,,,,,,
The Closing Shift,chillas_art,2026-02-12,0,0,0,0,1.0,203.0,,,,,,,
The Closing Shift,chillas_art,2026-02-13,0,0,0,0,2.0,205.0,,,,,,,
The Closing Shift,chillas_art,2026-02-14,0,0,0,0,3.0,208.0,,,,,,,
The Closing Shift,chillas_art,2026-02-15,0,0,0,0,4.0,212.0,,,,,,,
The Closing Shift,chillas_art,2026-02-16,0,0,0,0,2.0,214.0,,,,,,,
The Closing Shift,chillas_art,2026-02-17,0,0,0,0,0.0,214.0,,,,,,,
The Closing Shift,chillas_art,2026-02-18,0,0,0,0,2.0,216.0,,,,,,,
The Closing Shift,chillas_art,2026-02-19,0,0,0,0,1.0,217.0,,,,,,,
The Closing Shift,chillas_art,2026-02-20,0,0,0,0,1.0,218.0,,,,,,,
The Closing Shift,chillas_art,2026-02-21,0,0,0,0,1.0,219.0,,,,,,,
The Closing Shift,chillas_art,2026-02-22,0,0,0,0,0.0,219.0,,,,,,,
The Closing Shift,chillas_art,2026-02-23,0,0,0,0,2.0,221.0,,,,,,,
The Closing Shift,chillas_art,2026-02-24,0,0,0,0,3.0,224.0,,,,,,,
The Closing Shift,chillas_art,2026-02-25,0,0,0,0,0.0,224.0,,,,,,,
The Closing Shift,chillas_art,2026-02-26,0,0,0,0,1.0,225.0,,,,,,,
The Closing Shift,chillas_art,2026-02-27,0,0,0,0,0.0,225.0,,,,,,,
The Closing Shift,chillas_art,2026-02-28,0,0,0,0,2.0,227.0,,,,,,,
The Closing Shift,chillas_art,2026-03-01,0,0,0,0,1.0,228.0,,,,,,,
The Closing Shift,chillas_art,2026-03-02,0,0,0,0,2.0,230.0,,,,,,,
The Closing Shift,chillas_art,2026-03-03,0,0,0,0,1.0,231.0,,,,,,,
The Closing Shift,chillas_art,2026-03-04,0,0,0,0,1.0,232.0,,,,,,,
The Closing Shift,chillas_art,2026-03-05,0,0,0,0,1.0,233.0,,,,,,,
The Closing Shift,chillas_art,2026-03-06,0,0,0,0,3.0,236.0,,,,,,,
The Closing Shift,chillas_art,2026-03-07,0,0,0,0,0.0,236.0,,,,,,,
The Closing Shift,chillas_art,2026-03-08,0,0,0,0,2.0,238.0,,,,,,,
The Closing Shift,chillas_art,2026-03-09,0,0,0,0,0.0,238.0,,,,,,,
The Closing Shift,chillas_art,2026-03-10,0,0,0,0,3.0,241.0,,,,,,,
The Closing Shift,chillas_art,2026-03-11,0,0,0,0,0.0,241.0,,,,,,,
The Closing Shift,chillas_art,2026-03-12,0,0,0,0,1.0,242.0,,,,,,,
The Closing Shift,chillas_art,2026-03-13,0,0,0,0,1.0,243.0,,,,,,,
The Closing Shift,chillas_art,2026-03-14,0,0,0,0,0.0,243.0,,,,,,,
The Closing Shift,chillas_art,2026-03-15,0,0,0,0,5.0,248.0,,,,,,,
The Closing Shift,chillas_art,2026-03-16,0,0,0,0,1.0,249.0,,,,,,,
The Closing Shift,chillas_art,2026-03-17,0,0,0,0,0.0,249.0,,,,,,,
The Closing Shift,chillas_art,2026-03-18,0,0,0,0,0.0,249.0,,,,,,,
The Closing Shift,chillas_art,2026-03-19,0,0,0,0,0.0,249.0,,,,,,,
The Closing Shift,chillas_art,2026-03-20,0,0,0,0,0.0,249.0,,,,,,,
The Closing Shift,chillas_art,2026-03-21,0,0,0,0,2.0,251.0,,,,,,,
The Closing Shift,chillas_art,2026-03-22,0,0,0,0,2.0,253.0,,,,,,,
The Closing Shift,chillas_art,2026-03-23,0,0,0,0,1.0,254.0,,,,,,,
The Closing Shift,chillas_art,2026-03-24,0,0,0,0,0.0,254.0,,,,,,,
The Closing Shift,chillas_art,2026-03-25,0,0,0,0,1.0,255.0,,,,,,,
The Closing Shift,chillas_art,2026-03-26,0,0,0,0,0.0,255.0,,,,,,,
The Closing Shift,chillas_art,2026-03-27,0,0,0,0,0.0,255.0,,,,,,,
The Closing Shift,chillas_art,2026-03-28,0,0,0,0,1.0,256.0,,,,,,,
The Closing Shift,chillas_art,2026-03-29,0,0,0,0,3.0,259.0,,,,,,,
The Closing Shift,chillas_art,2026-03-30,0,0,0,0,1.0,260.0,,,,,,,
The Closing Shift,chillas_art,2026-03-31,0,0,0,0,0.0,260.0,,,,,,,
The Closing Shift,chillas_art,2026-04-01,0,0,0,0,3.0,263.0,,,,,,,
The Closing Shift,chillas_art,2026-04-02,0,0,0,0,5.0,268.0,,,,,,,
The Closing Shift,chillas_art,2026-04-03,0,0,0,0,3.0,271.0,,,,,,,
The Closing Shift,chillas_art,2026-04-04,0,0,0,0,1.0,272.0,,,,,,,
The Closing Shift,chillas_art,2026-04-05,0,0,0,0,2.0,274.0,,,,,,,
The Closing Shift,chillas_art,2026-04-06,0,0,0,0,3.0,277.0,,,,,,,
The Closing Shift,chillas_art,2026-04-07,0,0,0,0,1.0,278.0,,,,,,,
The Closing Shift,chillas_art,2026-04-08,0,0,0,0,0.0,278.0,,,,,,,
The Closing Shift,chillas_art,2026-04-09,0,0,0,0,0.0,278.0,,,,,,,
The Closing Shift,chillas_art,2026-04-10,0,0,0,0,0.0,278.0,,,,,,,
The Closing Shift,chillas_art,2026-04-11,0,0,0,0,1.0,279.0,,,,,,,
The Closing Shift,chillas_art,2026-04-12,0,0,0,0,1.0,280.0,,,,,,,
The Closing Shift,chillas_art,2026-04-13,0,0,0,0,0.0,280.0,,,,,,,
The Closing Shift,chillas_art,2026-04-14,0,0,0,0,1.0,281.0,,,,,,,
The Closing Shift,chillas_art,2026-04-15,0,0,0,0,0.0,281.0,,,,,,,
The Closing Shift,chillas_art,2026-04-16,0,0,0,0,3.0,284.0,,,,,,,
The Closing Shift,chillas_art,2026-04-17,0,0,0,0,2.0,286.0,,,,,,,
The Closing Shift,chillas_art,2026-04-18,0,0,0,0,1.0,287.0,,,,,,,
The Closing Shift,chillas_art,2026-04-19,0,0,0,0,1.0,288.0,,,,,,,
The Closing Shift,chillas_art,2026-04-20,0,0,0,0,0.0,288.0,,,,,,,
The Closing Shift,chillas_art,2026-04-21,0,0,0,0,0.0,288.0,,,,,,,
The Closing Shift,chillas_art,2026-04-22,0,0,0,0,1.0,289.0,,,,,,,
The Closing Shift,chillas_art,2026-04-23,0,0,0,0,1.0,290.0,,,,,,,
The Closing Shift,chillas_art,2026-04-24,0,0,0,0,1.0,291.0,,,,,,,
The Closing Shift,chillas_art,2026-04-25,0,0,0,0,0.0,291.0,,,,,,,
The Closing Shift,chillas_art,2026-04-26,0,0,0,0,0.0,291.0,,,,,,,
The Closing Shift,chillas_art,2026-04-27,0,0,0,0,0.0,291.0,,,,,,,
The Closing Shift,chillas_art,2026-04-28,0,0,0,0,1.0,292.0,,,,,,,
The Closing Shift,chillas_art,2026-04-29,0,0,0,0,0.0,292.0,,,,,,,
The Closing Shift,chillas_art,2026-04-30,0,0,0,0,2.0,294.0,,,,,,,
The Closing Shift,chillas_art,2026-05-01,0,0,0,0,1.0,295.0,,,,,,,
The Closing Shift,chillas_art,2026-05-02,0,0,0,0,1.0,296.0,,,,,,,
The Closing Shift,chillas_art,2026-05-03,0,0,0,0,1.0,297.0,,,,,,,
The Closing Shift,chillas_art,2026-05-04,0,0,0,0,2.0,299.0,,,,,,,
The Closing Shift,chillas_art,2026-05-05,0,0,0,0,0.0,299.0,,,,,,,
The Closing Shift,chillas_art,2026-05-06,0,0,0,0,1.0,300.0,,,,,,,
The Closing Shift,chillas_art,2026-05-07,0,0,0,0,,,6,,,,,,
The Exit 8,exit8_steam,2024-01-15,1,180000,0,0,,,,,,,,,
The Exit 8,exit8_steam,2024-01-16,0,0,1,8200,,,,,,,,,
The Exit 8,exit8_steam,2026-04-13,0,0,0,0,11.0,11.0,,,,,,,
The Exit 8,exit8_steam,2026-04-14,0,0,0,0,26.0,37.0,,,,,,,
The Exit 8,exit8_steam,2026-04-15,0,0,0,0,15.0,52.0,,,,,,,
The Exit 8,exit8_steam,2026-04-16,0,0,0,0,13.0,65.0,,,,,,,
The Exit 8,exit8_steam,2026-04-17,0,0,0,0,12.0,77.0,,,,,,,
The Exit 8,exit8_steam,2026-04-18,0,0,0,0,20.0,97.0,,,,,,,
The Exit 8,exit8_steam,2026-04-19,0,0,0,0,17.0,114.0,,,,,,,
The Exit 8,exit8_steam,2026-04-20,0,0,0,0,13.0,127.0,,,,,,,
The Exit 8,exit8_steam,2026-04-21,0,0,0,0,10.0,137.0,,,,,,,
The Exit 8,exit8_steam,2026-04-22,0,0,0,0,15.0,152.0,,,,,,,
The Exit 8,exit8_steam,2026-04-23,0,0,0,0,12.0,164.0,,,,,,,
The Exit 8,exit8_steam,2026-04-24,0,0,0,0,13.0,177.0,,,,,,,
The Exit 8,exit8_steam,2026-04-25,0,0,0,0,14.0,191.0,,,,,,,
The Exit 8,exit8_steam,2026-04-26,0,0,0,0,20.0,211.0,,,,,,,
The Exit 8,exit8_steam,2026-04-27,0,0,0,0,7.0,218.0,,,,,,,
The Exit 8,exit8_steam,2026-04-28,0,0,0,0,10.0,228.0,,,,,,,
The Exit 8,exit8_steam,2026-04-29,0,0,0,0,6.0,234.0,,,,,,,
The Exit 8,exit8_steam,2026-04-30,0,0,0,0,10.0,244.0,,,,,,,
The Exit 8,exit8_steam,2026-05-01,0,0,0,0,9.0,253.0,,,,,,,
The Exit 8,exit8_steam,2026-05-02,0,0,0,0,11.0,264.0,,,,,,,
The Exit 8,exit8_steam,2026-05-03,0,0,0,0,11.0,275.0,,,,,,,
The Exit 8,exit8_steam,2026-05-04,0,0,0,0,6.0,281.0,,,,,,,
The Exit 8,exit8_steam,2026-05-05,0,0,0,0,8.0,289.0,,,,,,,
The Exit 8,exit8_steam,2026-05-06,0,0,0,0,11.0,300.0,,,,,,,
The Exit 8,exit8_steam,2026-05-07,0,0,0,0,,,39,,,,,,
