platform,channel_name,title,game_title,steam_appid,case_group,category,published_at,event_day,date,daily_review_count,cumulative_review_count,review_score_percent,current_players,peak_players_24h,view_count,url
youtube,HorrorCafe,The Closing Shift ending,The Closing Shift,1843090,chillas_art,story_short,2024-01-18,7,2024-01-25,1,24,90,240,900,95000,https://youtube.com/watch?v=chilla001
youtube,HorrorCafe,The Closing Shift ending,The Closing Shift,1843090,chillas_art,story_short,2024-01-18,8,2024-01-26,1,25,90,240,900,95000,https://youtube.com/watch?v=chilla001
youtube,HorrorCafe,The Closing Shift ending,The Closing Shift,1843090,chillas_art,story_short,2024-01-18,9,2024-01-27,1,26,90,240,900,95000,https://youtube.com/watch?v=chilla001
youtube,HorrorCafe,The Closing Shift ending,The Closing Shift,1843090,chillas_art,story_short,2024-01-18,10,2024-01-28,1,27,90,240,900,95000,https://youtube.com/watch?v=chilla001
youtube,HorrorCafe,The Closing Shift ending,The Closing Shift,1843090,chillas_art,story_short,2024-01-18,11,2024-01-29,1,28,90,240,900,95000,https://youtube.com/watch?v=chilla001
youtube,HorrorCafe,The Closing Shift ending,The Closing Shift,1843090,chillas_art,story_short,2024-01-18,12,2024-01-30,1,29,90,240,900,95000,https://youtube.com/watch?v=chilla001
youtube,HorrorCafe,The Closing Shift ending,The Closing Shift,1843090,chillas_art,story_short,2024-01-18,13,2024-01-31,,,90,240,900,95000,https://youtube.com/watch?v=chilla001
youtube,HorrorCafe,The Closing Shift ending,The Closing Shift,1843090,chillas_art,story_short,2024-01-18,14,2024-02-01,,,90,240,900,95000,https://youtube.com/watch?v=chilla001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-14,2024-01-01,1,1,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-13,2024-01-02,1,2,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-12,2024-01-03,1,3,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-11,2024-01-04,1,4,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-10,2024-01-05,1,5,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-9,2024-01-06,1,6,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-8,2024-01-07,1,7,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-7,2024-01-08,1,8,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-6,2024-01-09,1,9,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-5,2024-01-10,1,10,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-4,2024-01-11,1,11,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-3,2024-01-12,1,12,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-2,2024-01-13,1,13,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,-1,2024-01-14,1,14,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,0,2024-01-15,2,16,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,1,2024-01-16,2,18,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,2,2024-01-17,1,19,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,3,2024-01-18,1,20,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,4,2024-01-19,1,21,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,5,2024-01-20,1,22,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,6,2024-01-21,1,23,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,7,2024-01-22,1,24,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,8,2024-01-23,1,25,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,9,2024-01-24,1,26,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,10,2024-01-25,1,27,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,11,2024-01-26,1,28,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,12,2024-01-27,1,29,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,13,2024-01-28,1,30,94,820,3100,180000,https://youtube.com/watch?v=exit8001
youtube,AnomalyLabo,The Exit 8 full playthrough,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-15,14,2024-01-29,1,31,94,820,3100,180000,https://youtube.com/watch?v=exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-14,2024-01-02,1,2,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-13,2024-01-03,1,3,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-12,2024-01-04,1,4,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-11,2024-01-05,1,5,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-10,2024-01-06,1,6,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-9,2024-01-07,1,7,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-8,2024-01-08,1,8,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-7,2024-01-09,1,9,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-6,2024-01-10,1,10,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-5,2024-01-11,1,11,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-4,2024-01-12,1,12,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-3,2024-01-13,1,13,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-2,2024-01-14,1,14,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,-1,2024-01-15,2,16,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,0,2024-01-16,2,18,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,1,2024-01-17,1,19,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,2,2024-01-18,1,20,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,3,2024-01-19,1,21,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,4,2024-01-20,1,22,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,5,2024-01-21,1,23,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,6,2024-01-22,1,24,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,7,2024-01-23,1,25,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,8,2024-01-24,1,26,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,9,2024-01-25,1,27,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,10,2024-01-26,1,28,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,11,2024-01-27,1,29,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,12,2024-01-28,1,30,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,13,2024-01-29,1,31,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_exit,The Exit 8 blind run,The Exit 8,2653790,exit8_steam,anomaly_walk,2024-01-16,14,2024-01-30,1,32,94,820,3100,8200,https://twitch.tv/videos/exit8001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-14,2024-01-05,1,2,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-13,2024-01-06,1,3,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-12,2024-01-07,1,4,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-11,2024-01-08,1,5,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-10,2024-01-09,1,6,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-9,2024-01-10,1,7,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-8,2024-01-11,1,8,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-7,2024-01-12,1,9,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-6,2024-01-13,1,10,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-5,2024-01-14,1,11,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-4,2024-01-15,1,12,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-3,2024-01-16,1,13,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-2,2024-01-17,1,14,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,-1,2024-01-18,2,16,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,0,2024-01-19,2,18,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,1,2024-01-20,1,19,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,2,2024-01-21,1,20,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,3,2024-01-22,1,21,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,4,2024-01-23,1,22,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,5,2024-01-24,1,23,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,6,2024-01-25,1,24,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,7,2024-01-26,1,25,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,8,2024-01-27,1,26,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,9,2024-01-28,1,27,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,10,2024-01-29,1,28,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,11,2024-01-30,1,29,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,12,2024-01-31,,,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,13,2024-02-01,,,90,240,900,4100,https://twitch.tv/videos/chilla001
twitch,streamer_chilla,The Closing Shift late night,The Closing Shift,1843090,chillas_art,story_short,2024-01-19,14,2024-02-02,,,90,240,900,4100,https://twitch.tv/videos/chilla001
